_id,epi_week,disease,no._of_cases
733,2012-W24,Paratyphoid,0
734,2012-W24,Pertussis,0
735,2012-W24,Plague,0
736,2012-W24,Pneumococcal Disease (invasive),6
737,2012-W24,Poliomyelitis,0
738,2012-W24,Rubella,1
739,2012-W24,Salmonellosis(non-enteric fevers),27
740,2012-W24,SARS,0
741,2012-W24,Typhoid,2
742,2012-W24,Viral Hepatitis A,2
743,2012-W24,Viral Hepatitis E,3
744,2012-W24,Yellow Fever,0
745,2012-W25,Acute Viral hepatitis B,0
746,2012-W25,Acute Viral hepatitis C,0
747,2012-W25,Avian Influenza,0
748,2012-W25,Campylobacterenterosis,11
749,2012-W25,Chikungunya Fever,0
750,2012-W25,Cholera,0
751,2012-W25,Dengue Fever,128
752,2012-W25,Dengue Haemorrhagic Fever,1
753,2012-W25,Diphtheria,0
754,2012-W25,Encephalitis,1
755,2012-W25,Haemophilus influenzae type b,0
756,2012-W25,"Hand, Foot Mouth Disease",794
757,2012-W25,Legionellosis,1
758,2012-W25,Malaria,5
759,2012-W25,Measles,1
760,2012-W25,Melioidosis,0
761,2012-W25,Meningococcal Infection,0
762,2012-W25,Mumps,7
763,2012-W25,Nipah virus infection,0
764,2012-W25,Paratyphoid,4
765,2012-W25,Pertussis,1
766,2012-W25,Plague,0
767,2012-W25,Pneumococcal Disease (invasive),4
768,2012-W25,Poliomyelitis,0
769,2012-W25,Rubella,0
770,2012-W25,Salmonellosis(non-enteric fevers),32
771,2012-W25,SARS,0
772,2012-W25,Typhoid,2
773,2012-W25,Viral Hepatitis A,2
774,2012-W25,Viral Hepatitis E,0
775,2012-W25,Yellow Fever,0
776,2012-W26,Acute Viral hepatitis B,1
777,2012-W26,Acute Viral hepatitis C,0
778,2012-W26,Avian Influenza,0
779,2012-W26,Campylobacterenterosis,4
780,2012-W26,Chikungunya Fever,0
781,2012-W26,Cholera,0
782,2012-W26,Dengue Fever,151
783,2012-W26,Dengue Haemorrhagic Fever,0
784,2012-W26,Diphtheria,0
785,2012-W26,Encephalitis,0
786,2012-W26,Haemophilus influenzae type b,0
787,2012-W26,"Hand, Foot Mouth Disease",728
788,2012-W26,Legionellosis,0
789,2012-W26,Malaria,7
790,2012-W26,Measles,0
791,2012-W26,Melioidosis,0
792,2012-W26,Meningococcal Infection,0
793,2012-W26,Mumps,11
794,2012-W26,Nipah virus infection,0
795,2012-W26,Paratyphoid,3
796,2012-W26,Pertussis,0
797,2012-W26,Plague,0
798,2012-W26,Pneumococcal Disease (invasive),2
799,2012-W26,Poliomyelitis,0
800,2012-W26,Rubella,2
801,2012-W26,Salmonellosis(non-enteric fevers),23
802,2012-W26,SARS,0
803,2012-W26,Typhoid,1
804,2012-W26,Viral Hepatitis A,0
805,2012-W26,Viral Hepatitis E,2
806,2012-W26,Yellow Fever,0
807,2012-W27,Acute Viral hepatitis B,1
808,2012-W27,Acute Viral hepatitis C,0
809,2012-W27,Avian Influenza,0
810,2012-W27,Campylobacterenterosis,9
811,2012-W27,Chikungunya Fever,0
812,2012-W27,Cholera,0
813,2012-W27,Dengue Fever,140
814,2012-W27,Dengue Haemorrhagic Fever,0
815,2012-W27,Diphtheria,0
816,2012-W27,Encephalitis,0
817,2012-W27,Haemophilus influenzae type b,0
818,2012-W27,"Hand, Foot Mouth Disease",686
819,2012-W27,Legionellosis,0
820,2012-W27,Malaria,4
821,2012-W27,Measles,1
822,2012-W27,Melioidosis,0
823,2012-W27,Meningococcal Infection,0
824,2012-W27,Mumps,8
825,2012-W27,Nipah virus infection,0
826,2012-W27,Paratyphoid,3
827,2012-W27,Pertussis,1
828,2012-W27,Plague,0
829,2012-W27,Pneumococcal Disease (invasive),6
830,2012-W27,Poliomyelitis,0
831,2012-W27,Rubella,1
832,2012-W27,Salmonellosis(non-enteric fevers),27
833,2012-W27,SARS,0
834,2012-W27,Typhoid,3
835,2012-W27,Viral Hepatitis A,3
836,2012-W27,Viral Hepatitis E,4
837,2012-W27,Yellow Fever,0
838,2012-W28,Acute Viral hepatitis B,1
839,2012-W28,Acute Viral hepatitis C,0
840,2012-W28,Avian Influenza,0
841,2012-W28,Campylobacterenterosis,10
842,2012-W28,Chikungunya Fever,0
843,2012-W28,Cholera,1
844,2012-W28,Dengue Fever,131
845,2012-W28,Dengue Haemorrhagic Fever,1
846,2012-W28,Diphtheria,0
847,2012-W28,Encephalitis,0
848,2012-W28,Haemophilus influenzae type b,1
849,2012-W28,"Hand, Foot Mouth Disease",681
850,2012-W28,Legionellosis,0
851,2012-W28,Malaria,6
852,2012-W28,Measles,0
853,2012-W28,Melioidosis,0
854,2012-W28,Meningococcal Infection,0
855,2012-W28,Mumps,12
856,2012-W28,Nipah virus infection,0
857,2012-W28,Paratyphoid,1
858,2012-W28,Pertussis,1
859,2012-W28,Plague,0
860,2012-W28,Pneumococcal Disease (invasive),2
861,2012-W28,Poliomyelitis,0
862,2012-W28,Rubella,5
863,2012-W28,Salmonellosis(non-enteric fevers),17
864,2012-W28,SARS,0
865,2012-W28,Typhoid,0
866,2012-W28,Viral Hepatitis A,2
867,2012-W28,Viral Hepatitis E,5
868,2012-W28,Yellow Fever,0
869,2012-W29,Acute Viral hepatitis B,1
870,2012-W29,Acute Viral hepatitis C,0
871,2012-W29,Avian Influenza,0
872,2012-W29,Campylobacterenterosis,4
873,2012-W29,Chikungunya Fever,0
874,2012-W29,Cholera,0
875,2012-W29,Dengue Fever,124
876,2012-W29,Dengue Haemorrhagic Fever,1
877,2012-W29,Diphtheria,0
878,2012-W29,Encephalitis,0
879,2012-W29,Haemophilus influenzae type b,0
880,2012-W29,"Hand, Foot Mouth Disease",754
881,2012-W29,Legionellosis,1
882,2012-W29,Malaria,9
883,2012-W29,Measles,1
884,2012-W29,Melioidosis,0
885,2012-W29,Meningococcal Infection,0
886,2012-W29,Mumps,9
887,2012-W29,Nipah virus infection,0
888,2012-W29,Paratyphoid,1
889,2012-W29,Pertussis,0
890,2012-W29,Plague,0
891,2012-W29,Pneumococcal Disease (invasive),3
892,2012-W29,Poliomyelitis,0
893,2012-W29,Rubella,0
894,2012-W29,Salmonellosis(non-enteric fevers),25
895,2012-W29,SARS,0
896,2012-W29,Typhoid,2
897,2012-W29,Viral Hepatitis A,4
898,2012-W29,Viral Hepatitis E,4
899,2012-W29,Yellow Fever,0
900,2012-W30,Acute Viral hepatitis B,0
901,2012-W30,Acute Viral hepatitis C,0
902,2012-W30,Avian Influenza,0
903,2012-W30,Campylobacterenterosis,11
904,2012-W30,Chikungunya Fever,0
905,2012-W30,Cholera,0
906,2012-W30,Dengue Fever,110
907,2012-W30,Dengue Haemorrhagic Fever,0
908,2012-W30,Diphtheria,0
909,2012-W30,Encephalitis,0
910,2012-W30,Haemophilus influenzae type b,0
911,2012-W30,"Hand, Foot Mouth Disease",868
912,2012-W30,Legionellosis,2
913,2012-W30,Malaria,2
914,2012-W30,Measles,0
915,2012-W30,Melioidosis,0
916,2012-W30,Meningococcal Infection,0
917,2012-W30,Mumps,7
918,2012-W30,Nipah virus infection,0
919,2012-W30,Paratyphoid,1
920,2012-W30,Pertussis,0
921,2012-W30,Plague,0
922,2012-W30,Pneumococcal Disease (invasive),4
923,2012-W30,Poliomyelitis,0
924,2012-W30,Rubella,1
925,2012-W30,Salmonellosis(non-enteric fevers),28
926,2012-W30,SARS,0
927,2012-W30,Typhoid,0
928,2012-W30,Viral Hepatitis A,2
929,2012-W30,Viral Hepatitis E,0
930,2012-W30,Yellow Fever,0
931,2012-W31,Acute Viral hepatitis B,0
932,2012-W31,Acute Viral hepatitis C,0
933,2012-W31,Avian Influenza,0
934,2012-W31,Campylobacterenterosis,7
935,2012-W31,Chikungunya Fever,0
936,2012-W31,Cholera,0
937,2012-W31,Dengue Fever,94
938,2012-W31,Dengue Haemorrhagic Fever,0
939,2012-W31,Diphtheria,0
940,2012-W31,Encephalitis,0
941,2012-W31,Haemophilus influenzae type b,0
942,2012-W31,"Hand, Foot Mouth Disease",748
943,2012-W31,Legionellosis,1
944,2012-W31,Malaria,5
945,2012-W31,Measles,0
946,2012-W31,Melioidosis,0
947,2012-W31,Meningococcal Infection,0
948,2012-W31,Mumps,11
949,2012-W31,Nipah virus infection,0
950,2012-W31,Paratyphoid,1
951,2012-W31,Pertussis,0
952,2012-W31,Plague,0
953,2012-W31,Pneumococcal Disease (invasive),2
954,2012-W31,Poliomyelitis,0
955,2012-W31,Rubella,0
956,2012-W31,Salmonellosis(non-enteric fevers),39
957,2012-W31,SARS,0
958,2012-W31,Typhoid,0
959,2012-W31,Viral Hepatitis A,4
960,2012-W31,Viral Hepatitis E,1
961,2012-W31,Yellow Fever,0
962,2012-W32,Acute Viral hepatitis B,2
963,2012-W32,Acute Viral hepatitis C,0
964,2012-W32,Avian Influenza,0
965,2012-W32,Campylobacterenterosis,1
966,2012-W32,Chikungunya Fever,0
967,2012-W32,Cholera,0
968,2012-W32,Dengue Fever,127
969,2012-W32,Dengue Haemorrhagic Fever,0
970,2012-W32,Diphtheria,0
971,2012-W32,Encephalitis,0
972,2012-W32,Haemophilus influenzae type b,0
973,2012-W32,"Hand, Foot Mouth Disease",628
974,2012-W32,Legionellosis,2
975,2012-W32,Malaria,4
976,2012-W32,Measles,1
977,2012-W32,Melioidosis,0
978,2012-W32,Meningococcal Infection,0
979,2012-W32,Mumps,11
980,2012-W32,Nipah virus infection,0
981,2012-W32,Paratyphoid,0
982,2012-W32,Pertussis,0
983,2012-W32,Plague,0
984,2012-W32,Pneumococcal Disease (invasive),6
985,2012-W32,Poliomyelitis,0
986,2012-W32,Rubella,1
987,2012-W32,Salmonellosis(non-enteric fevers),28
988,2012-W32,SARS,0
989,2012-W32,Typhoid,1
990,2012-W32,Viral Hepatitis A,3
991,2012-W32,Viral Hepatitis E,0
992,2012-W32,Yellow Fever,0
993,2012-W33,Acute Viral hepatitis B,1
994,2012-W33,Acute Viral hepatitis C,0
995,2012-W33,Avian Influenza,0
996,2012-W33,Campylobacterenterosis,10
997,2012-W33,Chikungunya Fever,0
998,2012-W33,Cholera,0
999,2012-W33,Dengue Fever,115
1000,2012-W33,Dengue Haemorrhagic Fever,0
1001,2012-W33,Diphtheria,0
1002,2012-W33,Encephalitis,0
1003,2012-W33,Haemophilus influenzae type b,0
1004,2012-W33,"Hand, Foot Mouth Disease",573
1005,2012-W33,Legionellosis,0
1006,2012-W33,Malaria,4
1007,2012-W33,Measles,0
1008,2012-W33,Melioidosis,2
1009,2012-W33,Meningococcal Infection,0
1010,2012-W33,Mumps,7
1011,2012-W33,Nipah virus infection,0
1012,2012-W33,Paratyphoid,1
1013,2012-W33,Pertussis,0
1014,2012-W33,Plague,0
1015,2012-W33,Pneumococcal Disease (invasive),4
1016,2012-W33,Poliomyelitis,0
1017,2012-W33,Rubella,2
1018,2012-W33,Salmonellosis(non-enteric fevers),33
1019,2012-W33,SARS,0
1020,2012-W33,Typhoid,3
1021,2012-W33,Viral Hepatitis A,4
1022,2012-W33,Viral Hepatitis E,5
1023,2012-W33,Yellow Fever,0
1024,2012-W34,Acute Viral hepatitis B,1
1025,2012-W34,Acute Viral hepatitis C,0
1026,2012-W34,Avian Influenza,0
1027,2012-W34,Campylobacterenterosis,7
1028,2012-W34,Chikungunya Fever,0
1029,2012-W34,Cholera,0
1030,2012-W34,Dengue Fever,92
1031,2012-W34,Dengue Haemorrhagic Fever,0
1032,2012-W34,Diphtheria,0
1033,2012-W34,Encephalitis,1
1034,2012-W34,Haemophilus influenzae type b,0
1035,2012-W34,"Hand, Foot Mouth Disease",497
1036,2012-W34,Legionellosis,0
1037,2012-W34,Malaria,4
1038,2012-W34,Measles,1
1039,2012-W34,Melioidosis,2
1040,2012-W34,Meningococcal Infection,0
1041,2012-W34,Mumps,15
1042,2012-W34,Nipah virus infection,0
1043,2012-W34,Paratyphoid,2
1044,2012-W34,Pertussis,1
1045,2012-W34,Plague,0
1046,2012-W34,Pneumococcal Disease (invasive),3
1047,2012-W34,Poliomyelitis,0
1048,2012-W34,Rubella,0
1049,2012-W34,Salmonellosis(non-enteric fevers),25
1050,2012-W34,SARS,0
1051,2012-W34,Typhoid,1
1052,2012-W34,Viral Hepatitis A,2
1053,2012-W34,Viral Hepatitis E,1
1054,2012-W34,Yellow Fever,0
1055,2012-W35,Acute Viral hepatitis B,2
1056,2012-W35,Acute Viral hepatitis C,0
1057,2012-W35,Avian Influenza,0
1058,2012-W35,Campylobacterenterosis,11
1059,2012-W35,Chikungunya Fever,0
1060,2012-W35,Cholera,0
1061,2012-W35,Dengue Fever,102
1062,2012-W35,Dengue Haemorrhagic Fever,0
1063,2012-W35,Diphtheria,0
1064,2012-W35,Encephalitis,0
1065,2012-W35,Haemophilus influenzae type b,0
1066,2012-W35,"Hand, Foot Mouth Disease",501
1067,2012-W35,Legionellosis,0
1068,2012-W35,Malaria,1
1069,2012-W35,Measles,1
1070,2012-W35,Melioidosis,0
1071,2012-W35,Meningococcal Infection,0
1072,2012-W35,Mumps,13
1073,2012-W35,Nipah virus infection,0
1074,2012-W35,Paratyphoid,2
1075,2012-W35,Pertussis,0
1076,2012-W35,Plague,0
1077,2012-W35,Pneumococcal Disease (invasive),5
1078,2012-W35,Poliomyelitis,0
1079,2012-W35,Rubella,3
1080,2012-W35,Salmonellosis(non-enteric fevers),42
1081,2012-W35,SARS,0
1082,2012-W35,Typhoid,1
1083,2012-W35,Viral Hepatitis A,3
1084,2012-W35,Viral Hepatitis E,0
1085,2012-W35,Yellow Fever,0
1086,2012-W36,Acute Viral hepatitis B,1
1087,2012-W36,Acute Viral hepatitis C,0
1088,2012-W36,Avian Influenza,0
1089,2012-W36,Campylobacterenterosis,9
1090,2012-W36,Chikungunya Fever,0
1091,2012-W36,Cholera,0
1092,2012-W36,Dengue Fever,75
1093,2012-W36,Dengue Haemorrhagic Fever,1
1094,2012-W36,Diphtheria,0
1095,2012-W36,Encephalitis,0
1096,2012-W36,Haemophilus influenzae type b,0
1097,2012-W36,"Hand, Foot Mouth Disease",540
1098,2012-W36,Legionellosis,0
1099,2012-W36,Malaria,1
1100,2012-W36,Measles,0
1101,2012-W36,Melioidosis,2
1102,2012-W36,Meningococcal Infection,0
1103,2012-W36,Mumps,7
1104,2012-W36,Nipah virus infection,0
1105,2012-W36,Paratyphoid,1
1106,2012-W36,Pertussis,0
1107,2012-W36,Plague,0
1108,2012-W36,Pneumococcal Disease (invasive),0
1109,2012-W36,Poliomyelitis,0
1110,2012-W36,Rubella,0
1111,2012-W36,Salmonellosis(non-enteric fevers),28
1112,2012-W36,SARS,0
1113,2012-W36,Typhoid,0
1114,2012-W36,Viral Hepatitis A,3
1115,2012-W36,Viral Hepatitis E,1
1116,2012-W36,Yellow Fever,0
1117,2012-W37,Acute Viral hepatitis B,1
1118,2012-W37,Acute Viral hepatitis C,0
1119,2012-W37,Avian Influenza,0
1120,2012-W37,Campylobacterenterosis,13
1121,2012-W37,Chikungunya Fever,0
1122,2012-W37,Cholera,0
1123,2012-W37,Dengue Fever,73
1124,2012-W37,Dengue Haemorrhagic Fever,1
1125,2012-W37,Diphtheria,0
1126,2012-W37,Encephalitis,0
1127,2012-W37,Haemophilus influenzae type b,0
1128,2012-W37,"Hand, Foot Mouth Disease",567
1129,2012-W37,Legionellosis,1
1130,2012-W37,Malaria,1
1131,2012-W37,Measles,0
1132,2012-W37,Melioidosis,0
1133,2012-W37,Meningococcal Infection,0
1134,2012-W37,Mumps,10
1135,2012-W37,Nipah virus infection,0
1136,2012-W37,Paratyphoid,0
1137,2012-W37,Pertussis,0
1138,2012-W37,Plague,0
1139,2012-W37,Pneumococcal Disease (invasive),3
1140,2012-W37,Poliomyelitis,0
1141,2012-W37,Rubella,0
1142,2012-W37,Salmonellosis(non-enteric fevers),38
1143,2012-W37,SARS,0
1144,2012-W37,Typhoid,2
1145,2012-W37,Viral Hepatitis A,3
1146,2012-W37,Viral Hepatitis E,7
1147,2012-W37,Yellow Fever,0
1148,2012-W38,Acute Viral hepatitis B,4
1149,2012-W38,Acute Viral hepatitis C,0
1150,2012-W38,Avian Influenza,0
1151,2012-W38,Campylobacterenterosis,15
1152,2012-W38,Chikungunya Fever,0
1153,2012-W38,Cholera,0
1154,2012-W38,Dengue Fever,72
1155,2012-W38,Dengue Haemorrhagic Fever,0
1156,2012-W38,Diphtheria,0
1157,2012-W38,Encephalitis,2
1158,2012-W38,Haemophilus influenzae type b,0
1159,2012-W38,"Hand, Foot Mouth Disease",582
1160,2012-W38,Legionellosis,2
1161,2012-W38,Malaria,5
1162,2012-W38,Measles,1
1163,2012-W38,Melioidosis,1
1164,2012-W38,Meningococcal Infection,0
1165,2012-W38,Mumps,9
1166,2012-W38,Nipah virus infection,0
1167,2012-W38,Paratyphoid,0
1168,2012-W38,Pertussis,0
1169,2012-W38,Plague,0
1170,2012-W38,Pneumococcal Disease (invasive),4
1171,2012-W38,Poliomyelitis,0
1172,2012-W38,Rubella,0
1173,2012-W38,Salmonellosis(non-enteric fevers),37
1174,2012-W38,SARS,0
1175,2012-W38,Typhoid,1
1176,2012-W38,Viral Hepatitis A,5
1177,2012-W38,Viral Hepatitis E,2
1178,2012-W38,Yellow Fever,0
1179,2012-W39,Acute Viral hepatitis B,1
1180,2012-W39,Acute Viral hepatitis C,0
1181,2012-W39,Avian Influenza,0
1182,2012-W39,Campylobacterenterosis,10
1183,2012-W39,Chikungunya Fever,0
1184,2012-W39,Cholera,0
1185,2012-W39,Dengue Fever,99
1186,2012-W39,Dengue Haemorrhagic Fever,1
1187,2012-W39,Diphtheria,0
1188,2012-W39,Encephalitis,2
1189,2012-W39,Haemophilus influenzae type b,0
1190,2012-W39,"Hand, Foot Mouth Disease",482
1191,2012-W39,Legionellosis,0
1192,2012-W39,Malaria,4
1193,2012-W39,Measles,2
1194,2012-W39,Melioidosis,1
1195,2012-W39,Meningococcal Infection,0
1196,2012-W39,Mumps,7
1197,2012-W39,Nipah virus infection,0
1198,2012-W39,Paratyphoid,1
1199,2012-W39,Pertussis,0
1200,2012-W39,Plague,0
1201,2012-W39,Pneumococcal Disease (invasive),3
1202,2012-W39,Poliomyelitis,0
1203,2012-W39,Rubella,1
1204,2012-W39,Salmonellosis(non-enteric fevers),35
1205,2012-W39,SARS,0
1206,2012-W39,Typhoid,0
1207,2012-W39,Viral Hepatitis A,4
1208,2012-W39,Viral Hepatitis E,2
1209,2012-W39,Yellow Fever,0
1210,2012-W40,Acute Viral hepatitis B,0
1211,2012-W40,Acute Viral hepatitis C,1
1212,2012-W40,Avian Influenza,0
1213,2012-W40,Campylobacterenterosis,14
1214,2012-W40,Chikungunya Fever,1
1215,2012-W40,Cholera,0
1216,2012-W40,Dengue Fever,103
1217,2012-W40,Dengue Haemorrhagic Fever,1
1218,2012-W40,Diphtheria,0
1219,2012-W40,Encephalitis,2
1220,2012-W40,Haemophilus influenzae type b,0
1221,2012-W40,"Hand, Foot Mouth Disease",437
1222,2012-W40,Legionellosis,0
1223,2012-W40,Malaria,3
1224,2012-W40,Measles,0
1225,2012-W40,Melioidosis,2
1226,2012-W40,Meningococcal Infection,0
1227,2012-W40,Mumps,10
1228,2012-W40,Nipah virus infection,0
1229,2012-W40,Paratyphoid,0
1230,2012-W40,Pertussis,0
1231,2012-W40,Plague,0
1232,2012-W40,Pneumococcal Disease (invasive),4
1233,2012-W40,Poliomyelitis,0
1234,2012-W40,Rubella,0
1235,2012-W40,Salmonellosis(non-enteric fevers),31
1236,2012-W40,SARS,0
1237,2012-W40,Typhoid,2
1238,2012-W40,Viral Hepatitis A,1
1239,2012-W40,Viral Hepatitis E,2
1240,2012-W40,Yellow Fever,0
1241,2012-W41,Acute Viral hepatitis B,2
1242,2012-W41,Acute Viral hepatitis C,0
1243,2012-W41,Avian Influenza,0
1244,2012-W41,Campylobacterenterosis,12
1245,2012-W41,Chikungunya Fever,1
1246,2012-W41,Cholera,0
1247,2012-W41,Dengue Fever,122
1248,2012-W41,Dengue Haemorrhagic Fever,1
1249,2012-W41,Diphtheria,0
1250,2012-W41,Encephalitis,1
1251,2012-W41,Haemophilus influenzae type b,0
1252,2012-W41,"Hand, Foot Mouth Disease",376
1253,2012-W41,Legionellosis,0
1254,2012-W41,Malaria,3
1255,2012-W41,Measles,0
1256,2012-W41,Melioidosis,0
1257,2012-W41,Meningococcal Infection,0
1258,2012-W41,Mumps,7
1259,2012-W41,Nipah virus infection,0
1260,2012-W41,Paratyphoid,0
1261,2012-W41,Pertussis,0
1262,2012-W41,Plague,0
1263,2012-W41,Pneumococcal Disease (invasive),2
1264,2012-W41,Poliomyelitis,0
1265,2012-W41,Rubella,0
1266,2012-W41,Salmonellosis(non-enteric fevers),23
1267,2012-W41,SARS,0
1268,2012-W41,Typhoid,1
1269,2012-W41,Viral Hepatitis A,4
1270,2012-W41,Viral Hepatitis E,2
1271,2012-W41,Yellow Fever,0
1272,2012-W42,Acute Viral hepatitis B,3
1273,2012-W42,Acute Viral hepatitis C,0
1274,2012-W42,Avian Influenza,0
1275,2012-W42,Campylobacterenterosis,10
1276,2012-W42,Chikungunya Fever,2
1277,2012-W42,Cholera,0
1278,2012-W42,Dengue Fever,105
1279,2012-W42,Dengue Haemorrhagic Fever,0
1280,2012-W42,Diphtheria,0
1281,2012-W42,Encephalitis,0
1282,2012-W42,Haemophilus influenzae type b,0
1283,2012-W42,"Hand, Foot Mouth Disease",341
1284,2012-W42,Legionellosis,0
1285,2012-W42,Malaria,5
1286,2012-W42,Measles,0
1287,2012-W42,Melioidosis,1
1288,2012-W42,Meningococcal Infection,0
1289,2012-W42,Mumps,5
1290,2012-W42,Nipah virus infection,0
1291,2012-W42,Paratyphoid,1
1292,2012-W42,Pertussis,0
1293,2012-W42,Plague,0
1294,2012-W42,Pneumococcal Disease (invasive),2
1295,2012-W42,Poliomyelitis,0
1296,2012-W42,Rubella,1
1297,2012-W42,Salmonellosis(non-enteric fevers),24
1298,2012-W42,SARS,0
1299,2012-W42,Typhoid,1
1300,2012-W42,Viral Hepatitis A,1
1301,2012-W42,Viral Hepatitis E,1
1302,2012-W42,Yellow Fever,0
1303,2012-W43,Acute Viral hepatitis B,1
1304,2012-W43,Acute Viral hepatitis C,0
1305,2012-W43,Avian Influenza,0
1306,2012-W43,Campylobacterenterosis,12
1307,2012-W43,Chikungunya Fever,1
1308,2012-W43,Cholera,0
1309,2012-W43,Dengue Fever,84
1310,2012-W43,Dengue Haemorrhagic Fever,0
1311,2012-W43,Diphtheria,0
1312,2012-W43,Encephalitis,1
1313,2012-W43,Haemophilus influenzae type b,0
1314,2012-W43,"Hand, Foot Mouth Disease",325
1315,2012-W43,Legionellosis,0
1316,2012-W43,Malaria,5
1317,2012-W43,Measles,0
1318,2012-W43,Melioidosis,2
1319,2012-W43,Meningococcal Infection,0
1320,2012-W43,Mumps,7
1321,2012-W43,Nipah virus infection,0
1322,2012-W43,Paratyphoid,0
1323,2012-W43,Pertussis,0
1324,2012-W43,Plague,0
1325,2012-W43,Pneumococcal Disease (invasive),2
1326,2012-W43,Poliomyelitis,0
1327,2012-W43,Rubella,2
1328,2012-W43,Salmonellosis(non-enteric fevers),26
1329,2012-W43,SARS,0
1330,2012-W43,Typhoid,1
1331,2012-W43,Viral Hepatitis A,3
1332,2012-W43,Viral Hepatitis E,1
1333,2012-W43,Yellow Fever,0
1334,2012-W44,Acute Viral hepatitis B,1
1335,2012-W44,Acute Viral hepatitis C,0
1336,2012-W44,Avian Influenza,0
1337,2012-W44,Campylobacterenterosis,13
1338,2012-W44,Chikungunya Fever,1
1339,2012-W44,Cholera,0
1340,2012-W44,Dengue Fever,104
1341,2012-W44,Dengue Haemorrhagic Fever,0
1342,2012-W44,Diphtheria,0
1343,2012-W44,Encephalitis,1
1344,2012-W44,Haemophilus influenzae type b,0
1345,2012-W44,"Hand, Foot Mouth Disease",265
1346,2012-W44,Legionellosis,0
1347,2012-W44,Malaria,1
1348,2012-W44,Measles,2
1349,2012-W44,Melioidosis,0
1350,2012-W44,Meningococcal Infection,0
1351,2012-W44,Mumps,11
1352,2012-W44,Nipah virus infection,0
1353,2012-W44,Paratyphoid,0
1354,2012-W44,Pertussis,0
1355,2012-W44,Plague,0
1356,2012-W44,Pneumococcal Disease (invasive),7
1357,2012-W44,Poliomyelitis,0
1358,2012-W44,Rubella,2
1359,2012-W44,Salmonellosis(non-enteric fevers),27
1360,2012-W44,SARS,0
1361,2012-W44,Typhoid,0
1362,2012-W44,Viral Hepatitis A,2
1363,2012-W44,Viral Hepatitis E,1
1364,2012-W44,Yellow Fever,0
1365,2012-W45,Acute Viral hepatitis B,0
1366,2012-W45,Acute Viral hepatitis C,0
1367,2012-W45,Avian Influenza,0
1368,2012-W45,Campylobacterenterosis,10
1369,2012-W45,Chikungunya Fever,0
1370,2012-W45,Cholera,0
1371,2012-W45,Dengue Fever,99
1372,2012-W45,Dengue Haemorrhagic Fever,1
1373,2012-W45,Diphtheria,0
1374,2012-W45,Encephalitis,0
1375,2012-W45,Haemophilus influenzae type b,0
1376,2012-W45,"Hand, Foot Mouth Disease",237
1377,2012-W45,Legionellosis,0
1378,2012-W45,Malaria,1
1379,2012-W45,Measles,3
1380,2012-W45,Melioidosis,0
1381,2012-W45,Meningococcal Infection,0
1382,2012-W45,Mumps,11
1383,2012-W45,Nipah virus infection,0
1384,2012-W45,Paratyphoid,0
1385,2012-W45,Pertussis,0
1386,2012-W45,Plague,0
1387,2012-W45,Pneumococcal Disease (invasive),3
1388,2012-W45,Poliomyelitis,0
1389,2012-W45,Rubella,2
1390,2012-W45,Salmonellosis(non-enteric fevers),33
1391,2012-W45,SARS,0
1392,2012-W45,Typhoid,3
1393,2012-W45,Viral Hepatitis A,3
1394,2012-W45,Viral Hepatitis E,3
1395,2012-W45,Yellow Fever,0
1396,2012-W46,Acute Viral hepatitis B,0
1397,2012-W46,Acute Viral hepatitis C,0
1398,2012-W46,Avian Influenza,0
1399,2012-W46,Campylobacterenterosis,5
1400,2012-W46,Chikungunya Fever,1
1401,2012-W46,Cholera,0
1402,2012-W46,Dengue Fever,87
1403,2012-W46,Dengue Haemorrhagic Fever,1
1404,2012-W46,Diphtheria,0
1405,2012-W46,Encephalitis,1
1406,2012-W46,Haemophilus influenzae type b,0
1407,2012-W46,"Hand, Foot Mouth Disease",238
1408,2012-W46,Legionellosis,0
1409,2012-W46,Malaria,1
1410,2012-W46,Measles,1
1411,2012-W46,Melioidosis,0
1412,2012-W46,Meningococcal Infection,0
1413,2012-W46,Mumps,5
1414,2012-W46,Nipah virus infection,0
1415,2012-W46,Paratyphoid,0
1416,2012-W46,Pertussis,1
1417,2012-W46,Plague,0
1418,2012-W46,Pneumococcal Disease (invasive),1
