week_start,Dengue Fever,Dengue Haemorrhagic Fever,Total Dengue Cases,moving_avg_12w,avg_temp_c,min_temp_c,max_temp_c,avg_relative_humidity_pct,avg_wind_speed,warm_day_share,source_rows,source_query_start,source_query_end,weather_lag_days,weather_overlap_flag
2021-09-26,104,0,104,76.83333333333333,29.33,24.98,33.68,74.2,10.0,1.0,50.0,2021-05-23,2021-05-29,126.0,1
2021-10-03,85,0,85,77.25,29.283333333333335,24.85,33.71666666666667,76.54166666666667,12.666666666666666,1.0,60.0,2021-05-30,2021-06-05,126.0,1
2021-10-10,76,0,76,76.75,29.28448275862069,24.96551724137931,33.60344827586207,77.58620689655173,12.155172413793103,1.0,58.0,2021-06-06,2021-06-12,126.0,1
2021-10-17,75,0,75,77.16666666666667,29.166666666666668,24.912280701754387,33.421052631578945,76.09649122807018,11.798245614035087,0.9298245614035088,57.0,2021-06-13,2021-06-19,126.0,1
2021-10-24,59,0,59,75.33333333333333,28.692307692307693,23.83076923076923,33.55384615384615,74.26923076923077,14.192307692307692,1.0,65.0,2021-06-20,2021-06-26,126.0,1
2021-10-31,42,0,42,74.16666666666667,28.928571428571427,24.535714285714285,33.32142857142857,73.45238095238095,14.31547619047619,0.9285714285714286,84.0,2021-06-27,2021-07-03,126.0,1
2021-11-07,56,0,56,74.41666666666667,28.231884057971016,24.115942028985508,32.34782608695652,75.8695652173913,16.159420289855074,0.8405797101449275,69.0,2021-07-04,2021-07-10,126.0,1
2021-11-14,63,0,63,75.83333333333333,28.9453125,24.921875,32.96875,74.375,16.953125,0.921875,64.0,2021-07-11,2021-07-17,126.0,1
2021-11-21,48,0,48,74.75,29.833333333333332,25.75,33.916666666666664,67.8125,19.270833333333332,1.0,48.0,2021-07-18,2021-07-24,126.0,1
2021-11-28,64,1,65,74.0,29.45,25.325,33.575,72.5,20.125,1.0,40.0,2021-07-25,2021-07-31,126.0,1
2021-12-05,61,0,61,69.91666666666667,28.580645161290324,24.14516129032258,33.016129032258064,75.48387096774194,16.491935483870968,0.9032258064516129,62.0,2021-08-01,2021-08-07,126.0,1
2021-12-12,68,0,68,66.83333333333333,29.102409638554217,24.686746987951807,33.51807228915663,75.33132530120481,16.716867469879517,1.0,83.0,2021-08-08,2021-08-14,126.0,1
2021-12-19,79,0,79,64.75,27.544117647058822,23.676470588235293,31.41176470588235,78.8970588235294,16.691176470588236,0.6470588235294118,68.0,2021-08-15,2021-08-21,126.0,1
2021-12-26,106,0,106,66.5,28.1,23.7,32.5,78.25,15.208333333333334,0.9166666666666666,60.0,2021-08-22,2021-08-28,126.0,1
2022-01-02,146,0,146,72.33333333333333,28.0,23.702380952380953,32.29761904761905,78.00595238095238,14.494047619047619,0.6904761904761905,84.0,2021-08-29,2021-09-04,126.0,1
2022-01-09,178,2,180,81.08333333333333,28.474137931034484,24.06896551724138,32.87931034482759,75.99137931034483,16.25,1.0,58.0,2021-09-05,2021-09-11,126.0,1
2022-01-16,169,2,171,90.41666666666667,28.798387096774192,24.451612903225808,33.145161290322584,78.62903225806451,12.096774193548388,0.9193548387096774,62.0,2021-09-12,2021-09-18,126.0,1
2022-01-23,153,1,154,99.75,28.661538461538463,23.984615384615385,33.33846153846154,76.46153846153847,16.076923076923077,0.9384615384615385,65.0,2021-09-19,2021-09-25,126.0,1
2022-01-30,168,1,169,109.16666666666667,28.285714285714285,23.714285714285715,32.857142857142854,77.26190476190476,12.023809523809524,0.8095238095238095,42.0,2021-09-26,2021-09-30,126.0,1
2022-02-06,206,0,206,121.08333333333333,28.75,23.8125,33.6875,75.625,18.59375,0.96875,32.0,2021-10-05,2021-10-09,126.0,1
2022-02-13,200,1,201,133.83333333333334,29.18243243243243,24.594594594594593,33.770270270270274,74.89864864864865,16.31756756756757,1.0,74.0,2021-10-10,2021-10-16,126.0,1
2022-02-20,263,0,263,150.33333333333334,28.598214285714285,23.964285714285715,33.232142857142854,75.66964285714286,9.776785714285714,1.0,56.0,2021-10-17,2021-10-23,126.0,1
2022-02-27,369,0,369,176.0,28.453488372093023,23.906976744186046,33.0,78.19767441860465,13.604651162790697,0.9069767441860465,43.0,2021-10-24,2021-10-30,126.0,1
2022-03-06,421,0,421,205.41666666666666,28.471014492753625,23.869565217391305,33.072463768115945,79.05797101449275,11.123188405797102,1.0,69.0,2021-10-31,2021-11-06,126.0,1
2022-03-13,441,0,441,235.58333333333334,28.20769230769231,23.846153846153847,32.56923076923077,79.46153846153847,15.461538461538462,0.8769230769230769,65.0,2021-11-07,2021-11-13,126.0,1
2022-03-20,510,0,510,269.25,28.734375,24.15625,33.3125,75.5078125,10.15625,0.984375,64.0,2021-11-14,2021-11-20,126.0,1
2022-03-27,642,1,643,310.6666666666667,28.46212121212121,23.772727272727273,33.15151515151515,78.14393939393939,14.015151515151516,0.9393939393939394,66.0,2021-11-21,2021-11-27,126.0,1
2022-04-03,733,1,734,356.8333333333333,28.245283018867923,23.79245283018868,32.698113207547166,76.0377358490566,19.858490566037737,0.7735849056603774,53.0,2021-11-28,2021-12-04,126.0,1
2022-04-10,942,0,942,421.0833333333333,28.32608695652174,23.934782608695652,32.71739130434783,77.71739130434783,21.57608695652174,1.0,46.0,2021-12-05,2021-12-11,126.0,1
2022-04-17,1002,1,1003,491.8333333333333,28.057377049180328,23.737704918032787,32.377049180327866,80.69672131147541,18.770491803278688,0.9016393442622951,61.0,2021-12-12,2021-12-18,126.0,1
2022-04-24,845,1,846,548.25,28.525,23.866666666666667,33.18333333333333,79.33333333333333,14.333333333333334,0.9666666666666667,60.0,2021-12-19,2021-12-25,126.0,1
2022-05-01,1311,4,1315,640.6666666666666,27.953703703703702,23.59259259259259,32.31481481481482,79.95370370370371,17.59259259259259,0.6666666666666666,54.0,2021-12-26,2022-01-01,126.0,1
2022-05-08,1273,3,1276,730.25,27.993055555555557,23.72222222222222,32.263888888888886,80.0,18.194444444444443,0.7083333333333334,72.0,2022-01-02,2022-01-08,126.0,1
2022-05-15,1563,4,1567,838.9166666666666,28.557142857142857,24.0,33.114285714285714,70.42857142857143,22.142857142857142,1.0,35.0,2022-01-09,2022-01-15,126.0,1
2022-05-22,1451,3,1454,929.3333333333334,28.5,23.952380952380953,33.04761904761905,73.57142857142857,20.357142857142858,1.0,21.0,2022-01-16,2022-01-18,126.0,1
2022-05-29,1459,1,1460,1015.9166666666666,29.0,24.0,34.0,69.83333333333333,12.666666666666666,1.0,15.0,2022-01-28,2022-01-29,126.0,1
2022-06-05,1253,1,1254,1083.6666666666667,28.971698113207548,24.0,33.943396226415096,74.10377358490567,16.745283018867923,1.0,53.0,2022-01-30,2022-02-05,126.0,1
2022-06-12,1171,1,1172,1138.8333333333333,27.66417910447761,23.597014925373134,31.73134328358209,81.00746268656717,17.238805970149254,0.4925373134328358,67.0,2022-02-06,2022-02-12,126.0,1
2022-06-19,1186,1,1187,1184.1666666666667,28.774193548387096,24.35483870967742,33.193548387096776,80.68548387096774,10.685483870967742,0.9354838709677419,62.0,2022-02-13,2022-02-19,126.0,1
2022-06-26,1164,0,1164,1220.0,28.40909090909091,23.836363636363636,32.981818181818184,76.45454545454545,16.0,0.8181818181818182,55.0,2022-02-20,2022-02-26,126.0,1
2022-07-03,918,0,918,1218.0,28.74264705882353,23.91176470588235,33.5735294117647,77.57352941176471,17.426470588235293,1.0,68.0,2022-02-27,2022-03-05,126.0,1
2022-07-10,1035,1,1036,1220.75,28.566666666666666,23.9,33.233333333333334,76.5,17.041666666666668,1.0,60.0,2022-03-06,2022-03-12,126.0,1
2022-07-17,1092,0,1092,1241.25,28.88135593220339,23.949152542372882,33.813559322033896,79.19491525423729,12.033898305084746,1.0,59.0,2022-03-13,2022-03-19,126.0,1
2022-07-24,894,2,896,1206.3333333333333,28.806451612903224,23.822580645161292,33.79032258064516,75.68548387096774,9.71774193548387,0.9838709677419355,62.0,2022-03-20,2022-03-26,126.0,1
2022-07-31,879,0,879,1173.25,29.191666666666666,23.983333333333334,34.4,76.375,14.208333333333334,0.9833333333333333,60.0,2022-03-27,2022-04-02,126.0,1
2022-08-07,679,0,679,1099.25,28.5,23.763636363636362,33.236363636363635,78.36363636363636,11.136363636363637,0.9090909090909091,55.0,2022-04-03,2022-04-09,126.0,1
2022-08-14,661,1,662,1033.25,28.554545454545455,23.763636363636362,33.345454545454544,79.0,13.318181818181818,1.0,55.0,2022-04-10,2022-04-16,126.0,1
2022-08-21,577,4,581,960.0,28.99137931034483,24.29310344827586,33.689655172413794,77.75862068965517,9.39655172413793,0.9482758620689655,58.0,2022-04-17,2022-04-23,126.0,1
2022-08-28,569,1,570,903.0,28.56896551724138,23.603448275862068,33.53448275862069,75.51724137931035,9.310344827586206,1.0,58.0,2022-04-24,2022-04-30,126.0,1
2022-09-04,544,0,544,850.6666666666666,28.282258064516128,23.64516129032258,32.91935483870968,77.1774193548387,13.951612903225806,0.9516129032258065,62.0,2022-05-01,2022-05-07,126.0,1
2022-09-11,472,0,472,791.0833333333334,29.246268656716417,24.582089552238806,33.91044776119403,75.03731343283582,12.014925373134329,0.9552238805970149,67.0,2022-05-08,2022-05-14,126.0,1
2022-09-18,426,0,426,729.5833333333334,29.448979591836736,24.632653061224488,34.265306122448976,74.08163265306122,14.03061224489796,1.0,49.0,2022-05-15,2022-05-21,126.0,1
2022-09-25,397,0,397,686.1666666666666,29.85,25.28,34.42,71.3,11.5,1.0,50.0,2022-05-22,2022-05-28,126.0,1
2022-10-02,376,0,376,631.1666666666666,29.648936170212767,25.06382978723404,34.234042553191486,72.07446808510639,11.48936170212766,1.0,47.0,2022-05-29,2022-06-04,126.0,1
2022-10-09,373,0,373,571.25,28.702898550724637,23.985507246376812,33.42028985507246,76.92028985507247,10.869565217391305,0.9855072463768116,69.0,2022-06-05,2022-06-11,126.0,1
2022-10-16,313,1,314,522.75,28.373015873015873,23.650793650793652,33.095238095238095,77.5,11.30952380952381,1.0,63.0,2022-06-12,2022-06-18,126.0,1
2022-10-23,317,1,318,476.0,28.021428571428572,23.428571428571427,32.614285714285714,78.46428571428571,13.464285714285714,0.8714285714285714,70.0,2022-06-19,2022-06-25,126.0,1
2022-10-30,294,0,294,443.9166666666667,29.28846153846154,24.71153846153846,33.86538461538461,75.8173076923077,16.25,0.9615384615384616,52.0,2022-06-26,2022-07-02,126.0,1
2022-11-06,312,3,315,415.0,29.163793103448278,24.67241379310345,33.6551724137931,74.82758620689656,14.655172413793103,1.0,58.0,2022-07-03,2022-07-09,126.0,1
2022-11-13,265,0,265,388.6666666666667,28.915254237288135,24.016949152542374,33.813559322033896,76.61016949152543,16.779661016949152,1.0,59.0,2022-07-10,2022-07-16,126.0,1
2022-11-20,242,0,242,361.3333333333333,29.09090909090909,24.53030303030303,33.65151515151515,75.45454545454545,13.787878787878787,0.8939393939393939,66.0,2022-07-17,2022-07-23,126.0,1
2022-11-27,326,1,327,343.25,28.58823529411765,23.88235294117647,33.294117647058826,79.5220588235294,15.404411764705882,0.9558823529411765,68.0,2022-07-24,2022-07-30,126.0,1
2022-12-04,289,1,290,328.0833333333333,28.644927536231883,24.463768115942027,32.82608695652174,77.68115942028986,15.0,0.9130434782608695,69.0,2022-07-31,2022-08-06,126.0,1
2022-12-11,270,0,270,315.0833333333333,29.385416666666668,25.125,33.645833333333336,76.35416666666667,15.885416666666666,0.9375,48.0,2022-08-07,2022-08-13,126.0,1
2022-12-18,285,0,285,305.75,28.685714285714287,23.97142857142857,33.4,78.0,13.892857142857142,1.0,70.0,2022-08-14,2022-08-20,126.0,1
